Sample,SBS288A,SBS288B,SBS288C,SBS288D,SBS288E,SBS288F,SBS288G,SBS288H,SBS288I,SBS288J,SBS288K,SBS288L,SBS288M,SBS288N,SBS288O,SBS288P,SBS288Q,SBS288R,SBS288S,SBS288T,DBS78A,DBS78B,DBS78C,DBS78D,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,SV32A,SV32B,SV32C,SV32D,SV32E,SV32F,SV32G,SV32H,SV32I,SV32J
PD40330a,921,1063,2674,1536,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,205,408,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
PD40331a,1551,963,0,2702,0,3758,0,1985,0,1234,0,0,0,0,0,0,0,0,0,0,92,0,25,0,0,429,0,328,0,0,0,0,63,32,0,0,37,0,0,0,0,0
PD40332a,7262,3108,0,0,0,0,0,0,0,0,0,0,0,0,1596,0,0,0,0,0,0,0,0,26,175,103,0,176,0,0,0,0,27,28,60,0,0,0,0,40,0,0
PD40333a,1864,1178,0,720,1400,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,195,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
PD40334a,686,621,0,1087,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,180,0,0,0,0,0,0,0,52,31,0,0,0,0,0,0
PD40335a,1806,874,0,0,731,0,0,0,0,0,0,2728,0,1695,0,0,0,0,0,675,0,16,0,0,0,273,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
PD40336a,1044,0,5073,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,386,583,636,0,0,0,0,0,143,143,0,0,0,0,0,0,0,0
PD40337a,0,0,1662,0,1114,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,265,399,0,0,0,0,0,84,26,0,37,36,0,0,0,0,0
PD40338a,927,599,3192,1270,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,370,305,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
PD40339a,7217,4009,0,0,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,226,562,0,0,0,0,0,88,20,0,0,0,0,0,0,0,0
PD40340a,1121,1350,3091,0,2203,0,0,0,0,0,0,2685,0,0,0,0,0,0,0,0,47,30,15,0,0,474,558,0,140,0,0,0,45,0,0,0,0,0,0,75,57,0
PD40343a,4464,3056,0,0,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,241,0,0,0,0,0,0,27,0,0,0,0,16,0,0,0,0
PD40345a,1334,1168,0,0,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,434,0,0,0,0,0,25,0,0,0,0,0,0,0,0,63
PD40346a,0,695,0,1058,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,198,0,0,0,0,0,0,89,0,34,41,0,0,0,80,0,0
PD40348a,1536,896,0,0,1346,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,18,0,0,0,290,188,430,0,111,0,0,0,42,36,0,0,34,0,0,0,0,0
PD40349a,1702,1238,0,1886,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,0,0,0,295,0,0,0,0,0,0,82,126,0,57,0,0,0,0,0,0
PD40350a,6381,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,249,0,0,0,0,0,0,23,0,0,0,30,0,53,0,0,0
PD40351a,710,614,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0
PD40352a,5707,3803,0,0,1851,0,0,0,0,2473,0,0,0,0,0,0,0,0,0,0,0,14,0,0,539,655,0,0,0,0,0,0,124,74,0,0,0,0,64,0,59,0
PD40353a,1753,1383,2413,862,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,263,0,0,0,0,0,14,36,0,0,0,0,0,0,0,0
PD40354a,1009,703,0,1129,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,241,0,0,0,0,0,0,38,0,0,25,0,0,0,0,0,0
PD40355a,0,0,3432,1383,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,28,52,26,31,0,0,75,0,0,0
PD40356a,0,768,3431,0,896,0,0,2388,0,0,0,1305,0,0,0,0,0,0,0,0,24,0,0,0,0,264,0,0,0,0,0,0,98,38,0,78,60,0,0,0,0,0
PD40357a,1207,1162,5636,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,271,636,0,0,0,0,0,18,0,0,0,0,32,51,0,0,0
PD40358a,5102,5696,0,1477,1803,0,0,0,0,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,341,0,0,0,0,0,78,0,44,0,110,0,0,36,0,0
PD40360a,20225,19091,0,0,0,0,0,0,0,5318,0,0,0,0,0,0,0,0,0,0,0,35,0,67,0,618,0,0,0,0,0,0,265,234,111,0,0,0,0,0,59,0
PD40847a,0,1213,3046,1669,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,410,0,0,0,0,0,0,90,32,0,47,0,35,0,0,0,0
PD40848a,0,1853,2474,3908,1778,0,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,958,0,0,0,0,0,152,61,56,0,0,0,0,0,0,0
PD40849a,0,0,0,988,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,101,0,0,0,0,0,0,47,0,0,58,0,0,0,0,0,0
PD40850a,4266,2493,0,0,1273,4818,0,0,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,83,0,0,30,39,0,0,0,32,0
PD40852a,1497,1308,0,1517,1199,0,0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,631,284,0,0,0,0,0,0,30,35,0,108,0,144,0,0,98
PD40853a,5551,3759,0,2487,0,0,0,0,0,2702,0,0,0,0,0,0,0,0,0,0,46,45,0,40,693,425,0,546,0,0,0,0,43,0,39,38,0,33,0,45,0,0
PD40854a,2374,0,5117,0,1702,0,0,0,0,0,0,1912,0,0,1875,0,0,0,0,0,0,20,13,0,549,130,0,0,0,0,0,0,122,131,0,90,60,0,0,0,0,0
PD40855a,0,293,0,869,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,15,0,35,0,22,0,0,0,0,0
PD40856a,3231,4290,7475,4917,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,760,0,0,0,0,0,0,67,135,0,0,0,0,0,0,0,0
PD40857a,2516,1696,0,1520,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,39,0,0,0,0,23,0,0,0,0
PD40858a,659,759,0,1276,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,558,0,0,0,0,0,0,104,20,0,0,0,35,0,0,55,0
PD40859a,0,0,4189,3005,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,325,595,0,0,0,0,0,83,78,46,50,0,0,0,0,0,0
PD40861a,843,0,1911,0,528,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,64,0,0,0,0,20,0,0,27,0,0,0,0,0,0
PD40862a,0,553,0,2048,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,134,0,0,0,0,0,0,191,34,0,0,61,0,0,0,0,0
PD40863a,0,384,0,1285,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,387,0,0,0,0,0,50,0,0,48,0,0,0,0,0,0
PD40864a,0,724,0,818,2152,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,683,0,0,0,0,0,104,0,0,38,0,0,47,0,0,0
PD40865a,1151,761,0,1130,492,0,0,1555,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,35,0,0,0,0,0,0,39,0,0
PD40866a,0,0,2402,967,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,112,136,0,0,0,0,0,0,35,0,23,71,32,0,0,0,0,0
PD40867a,8540,3807,0,3171,1822,0,0,0,0,0,0,2895,0,0,0,0,0,0,0,0,0,44,20,0,793,523,0,0,0,0,0,0,157,0,33,0,0,0,0,0,0,0
PD40868a,890,0,0,1435,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,204,102,177,0,0,0,0,22,0,0,0,0,0,0,0,0,0
PD40869a,0,0,0,0,0,0,1590,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,23,0,0,435,0,0,134,0,0,0,187,79,46,0,0,0,0,0,0,0
PD41420a,0,2019,0,1883,1091,0,1744,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,36,0,0,34,31,0,0,0,0,65
PD41421a,0,0,0,0,747,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,79,0,0,0,0,0,0,0,63,0
PD41423a,0,0,1184,0,556,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,29,30,0,0,0,183,0,297,155,0,0,0,45,0,0,0,0,0,0,0,139,0
PD41424a,1611,833,0,932,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,80,0,0,0,0,26,0,0,0,0
PD41425a,1421,826,0,948,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,64,24,0,0,0,0,0,0,0,0
PD41426a,4070,3479,5885,0,2546,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,2151,0,0,13,30,3340,1579,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0
PD41427a,1826,1187,3012,1453,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,345,690,0,0,0,0,0,118,161,0,67,0,0,0,0,0,0
PD41428a,1119,0,0,0,1070,0,0,0,0,0,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,170,147,102,98,0,82,0,0,0,0,97
PD41429a,868,1498,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,253,121,0,0,0,0,26,0,0,27,0,0,0,0,0,51
PD41430a,1660,404,1531,555,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0
PD41431a,0,1005,0,916,1234,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,643,22,0,0,0,0,468,0,0,0,0,0,0,108,69,31,0,0,36,0,0,0,0
PD41432a,0,0,0,0,588,0,0,0,0,0,0,0,0,2527,0,0,0,0,0,0,0,13,0,0,0,169,0,0,0,0,0,0,66,0,37,0,0,0,0,0,0,0
PD41433a,1796,0,2267,0,888,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,69,24,30,64,0,0,0,0,0,0
PD41434a,2906,2850,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,448,0,0,0,0,0,62,61,0,0,0,0,76,0,0,122
PD41435a,0,961,0,1250,1245,0,0,0,0,0,0,0,0,3005,0,0,0,0,0,0,0,18,0,0,0,332,0,306,0,0,0,0,93,70,0,0,0,0,0,0,0,0
PD41437a,0,822,3315,983,1159,0,0,0,0,0,0,0,0,1431,0,0,0,0,0,0,31,0,0,0,242,241,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
PD41438a,1132,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,198,0,0,0,0,0,0,78,0,0,0,0,0,42,0,0,0
PD41439a,577,0,0,0,285,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,26,0,0,20,0,0,0,0,0,0
PD41440a,0,307,0,1402,1087,0,0,748,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
PD41441a,1302,1818,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,433,552,0,0,0,0,0,0,75,35,0,0,0,26,0,0,0,0
PD41443a,12750,2564,11847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,147,301,240,92,0,0,0,0,0,212,0,0,84,0,0,0,0
PD41444a,3657,2430,0,0,1452,0,0,0,0,0,0,0,0,0,10117,4955,0,0,0,0,26,0,0,0,289,178,0,0,0,0,0,439,80,50,0,0,0,0,0,42,33,0
PD41445a,5685,1798,4602,0,1142,0,0,0,0,0,0,0,0,0,0,2147,0,0,0,0,0,0,0,0,0,154,0,0,235,0,0,123,105,0,42,75,0,57,0,0,0,0
PD41446a,2865,912,0,832,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,71,26,0,44,0,0,0,0,0,0
PD41447a,1699,776,0,1391,722,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,130,207,0,0,0,0,0,0,38,70,0,43,0,0,70,0,44,64
PD41448a,1052,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
PD41449a,1107,1063,0,1713,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,182,0,171,0,0,0,0,106,36,0,44,0,0,0,0,0,0
PD41450a,751,801,0,3687,1400,0,0,947,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,25,0,0,20,0,0,0,22,0,0
PD41452a,0,0,0,3138,0,0,0,0,5360,0,2310,0,0,1754,0,0,0,0,0,0,0,70,0,0,202,323,0,414,0,0,0,0,67,0,0,0,0,0,36,0,0,0
PD41453a,2909,715,3087,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,93,0,0,0,0,0,0,35,0,0,0,0,25,0,0,0,31
PD41454a,1247,790,3589,2172,1486,0,3167,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,0,0,385,0,0,0,0,0,0,239,442,0,0,0,0,0,0,0,0
PD41455a,0,0,5577,0,1428,0,0,0,0,0,0,0,0,4123,0,0,0,0,0,0,0,21,0,0,0,330,0,293,0,0,0,0,26,0,25,0,41,0,101,0,0,0
PD41456a,0,615,2181,1791,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,212,346,0,0,0,0,0,36,0,46,0,0,0,0,0,0,0
PD41457a,0,866,0,1462,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,542,0,0,0,0,0,209,89,0,0,0,0,0,0,0,0
PD41458a,684,999,0,971,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
PD41459a,1586,1061,0,1774,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,273,0,0,0,0,0,27,0,25,0,0,0,0,0,0,0
PD41460a,0,700,0,1282,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,405,434,0,0,0,0,0,63,0,0,0,31,0,0,0,0,0
PD41461a,822,0,3007,0,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,159,263,0,0,0,0,0,0,35,0,0,0,25,0,0,0,0,0
PD41462a,809,1140,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,26,21,22,42,0,0,0,0,0,40
PD41463a,423,0,0,507,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
PD41464a,3748,2882,0,1826,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,248,506,215,256,0,0,0,80,0,115,0,0,83,0,0,0,0
PD41465a,4227,7899,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,386,0,0,0,0,0,0,48,16,26,0,0,0,0,0,0,0
PD41466a,2259,2748,0,0,1563,0,3577,0,0,0,0,0,0,0,3144,0,0,0,0,0,42,0,0,0,0,253,0,0,123,0,0,0,72,67,64,57,0,0,0,0,0,0
PD41467a,0,878,4102,4483,1514,0,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,0,0,0,530,0,0,0,0,0,0,177,458,0,95,0,0,0,0,0,0
PD41468a,0,0,2174,1485,766,0,0,0,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,0,0,656,690,0,0,0,0,0,0,114,33,0,0,0,0,0,0,0,0
PD41470a,0,0,2891,1105,1396,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,0,0,0,169,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
PD41471a,0,1153,4084,2678,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,241,343,590,0,0,0,0,0,129,75,0,0,144,0,0,0,0,0
PD41472a,0,721,0,0,1775,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,14,0,0,178,133,0,0,0,0,0,0,22,0,53,59,0,0,0,0,0,0
PD41473a,1339,1192,3272,0,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,365,131,804,0,0,0,0,0,68,21,0,0,0,0,0,0,0,0
PD41474a,0,12407,8211,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,284,780,0,0,0,0,0,26,0,23,0,0,21,0,0,0,0
PD41475a,0,1558,3999,2028,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,309,434,783,0,0,0,0,0,54,33,0,0,31,0,0,0,27,0
PD41476a,6174,3899,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,0,0,0,455,0,0,0,0,0,0,80,0,61,0,0,0,0,0,0,0
PD41477a,3108,3279,6168,0,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,219,0,168,0,0,0,0,54,0,26,24,0,0,0,0,0,0
PD41478a,0,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,258,0,0,0,0,0,0,21,0,0,27,0,0,62,0,0,0
PD41479a,1123,0,2167,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,96,0,0,0,0,0,0,23,0,21,0,0,0,0,0,0,37
PD41481a,17109,7961,0,0,0,0,0,0,0,8887,0,0,0,0,0,0,0,0,0,0,0,21,0,59,0,106,455,237,0,0,0,0,107,0,46,0,47,50,60,0,0,0
PD41483a,1850,714,3082,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0,0,0,143,0,0,0,0,0,0,30,27,69,0,0,0,0,96,68,0
PD41484a,2734,1574,0,1231,993,0,0,0,0,0,0,0,0,0,1187,0,0,0,0,0,20,0,0,0,0,190,0,0,0,0,0,0,47,50,0,37,0,0,0,0,0,0
PD41485a,8098,5909,5927,0,1467,0,0,0,0,0,0,0,0,0,2989,0,0,0,0,0,0,0,0,38,0,272,369,0,0,0,0,0,71,0,29,34,0,0,0,0,0,0
PD41486a,6793,2793,0,0,1315,0,0,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,18,16,0,0,254,0,0,0,0,0,0,49,161,64,60,0,0,0,0,0,125
PD41487a,0,0,2236,0,1487,0,0,0,0,0,0,0,2105,0,473,0,0,0,0,839,0,0,11,0,364,200,325,0,0,0,0,0,46,0,0,22,0,0,0,0,0,0
PD41488a,0,740,0,1676,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,726,0,0,0,0,0,76,57,0,42,0,0,0,33,26,0
PD41489a,0,477,0,1419,1730,0,1461,811,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,255,409,0,0,0,0,0,56,20,0,0,0,0,0,0,0,0
PD41490a,0,424,0,1426,1324,0,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,478,0,0,0,0,0,81,40,0,53,0,0,0,0,0,0
PD41491a,1662,802,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,33,0,0,0,0,23,0,0,0,0
PD41492a,1309,1533,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,261,0,0,0,0,0,0,96,56,32,0,0,0,0,0,0,0
PD41493a,0,0,5693,0,0,0,21067,0,5849,0,0,0,0,0,0,4107,0,0,2732,0,130,0,62,67,0,0,0,1838,0,0,0,0,243,266,0,0,0,0,0,0,0,0
PD41494a,0,955,0,0,1573,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,83,22,0,0,38,0,0,0,0,0
PD41495a,0,1012,0,1373,887,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,371,255,0,0,0,0,0,0,82,0,29,0,0,0,51,0,0,0
PD41496a,3679,3016,0,0,0,0,0,0,0,0,0,0,0,0,2734,0,0,0,0,0,33,0,0,0,419,441,0,0,0,0,0,0,92,60,27,44,0,0,0,0,0,0
PD41497a,11316,2585,0,0,0,0,0,0,0,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,168,0,0,0,0,85,0,0,0,0,0,0,0,0,0
PD41498a,2439,1931,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,23,0,35,0,0,43,0,0,40
PD41499a,0,1138,0,2842,0,0,0,1879,0,0,0,1327,0,0,0,0,0,688,0,0,0,0,16,0,0,698,529,0,0,0,0,0,218,766,0,0,0,0,0,0,0,0
PD41500a,1127,1119,2546,1469,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,255,0,0,0,0,0,130,179,0,0,0,0,0,0,0,0
PD41502a,464,0,1191,817,352,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,10,0,0,0,96,0,0,0,0,0,0,52,0,0,0,0,21,0,0,0,0
PD41503a,270,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,34,0,0,21,0,0,0,0,0,0
PD41504a,4040,2872,0,0,3200,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,10916,0,18,0,0,0,434,0,0,0,0,0,0,63,25,0,0,0,0,0,0,0,0
PD41505a,811,0,3414,1859,1231,0,0,0,0,0,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,227,0,0,0,0,74,0,165,0,61,0,0,58,92,0
PD41506a,5481,2090,0,0,0,7306,0,0,5276,2326,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,2017,0,0,0,172,0,158,0,91,227,0,116,0,0
PD41507a,0,0,2896,0,733,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,0,19,0,0,0,423,0,229,0,0,0,0,105,65,54,0,0,49,0,0,101,0
PD41508a,11049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,372,187,0,246,0,0,0,0,39,0,59,0,0,0,0,29,0,0
PD41509a,852,486,2014,1271,0,0,1697,0,0,0,0,1142,0,0,0,0,0,0,0,0,34,0,0,0,0,100,0,0,0,0,0,0,76,0,0,0,0,0,0,0,36,0
PD41510a,4316,1669,0,1213,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,105,0,0,0,0,19,0,49,0,24,0,0,0,0,0
PD41511a,1625,0,3757,0,1112,0,0,0,0,0,0,2265,0,0,0,0,0,0,0,0,0,0,13,22,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD41512a,0,1316,3764,3390,1432,0,0,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,15,0,0,527,395,0,0,0,0,0,211,97,0,0,0,0,0,0,39,0
PD41700a,1087,925,0,764,788,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,163,178,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0
PD41701a,8611,11142,0,0,0,0,0,0,0,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,511,0,0,0,0,0,0,124,27,0,0,0,0,0,0,0,0
PD41702a,2331,1592,0,1452,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,79,0,26,0,0,0,0,0,0,0
PD41703a,0,462,2242,1286,1488,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,17,0,0,295,0,0,0,0,0,0,79,23,0,0,0,0,0,0,0,0
PD41704a,2573,3724,0,0,0,0,0,0,0,0,0,0,0,0,902,0,2596,0,0,0,0,22,60,0,0,252,0,0,0,240,0,0,91,37,0,0,0,0,0,0,0,0
PD41705a,0,0,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,15,0,0,94,0,0,62,95,0,0,163,107,49,0,79,0,0,0,0,0
PD41706a,0,0,2275,1954,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,0,1551,51,0,0,0,288,899,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD41707a,0,0,0,0,0,0,2470,0,0,0,0,0,0,0,0,0,2124,0,0,0,0,0,47,0,226,319,0,0,0,269,0,0,45,0,0,0,0,0,0,0,0,0
PD41709a,0,383,0,922,1059,0,0,933,0,0,0,0,0,0,0,0,835,0,0,0,0,0,16,0,0,288,0,0,164,173,0,0,85,0,0,58,0,53,0,0,0,0
PD41710a,6089,3844,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,3351,0,0,0,0,0,53,0,0,100,131,0,84,245,0,0,23,0,74,0,0,26,0,0,50,0
PD41711a,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,631,0,0,29,0,0,63,0,0,0,95,0,0,34,0,21,39,0,0,0,72,0,0
PD41712a,1622,374,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,99,0,0,0,93,0,0,0,0,0,0,186,0,0
PD41713a,3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,0,0,0,0,0,55,0,0,134,0,0,86,159,0,0,107,25,100,0,0,0,0,0,0,0
PD41714a,3349,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0,0,0,0,0,110,0,0,100,0,0,103,245,0,0,143,105,67,0,0,0,0,0,0,0
PD41715a,0,560,1467,1608,695,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,116,143,0,0,0,0,0,116,34,0,0,0,0,0,0,0,191
PD41717a,0,1134,0,1620,0,2523,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,740,180,0,202,0,0,0,126,48,0,0,0,0,0,89,0,0
