Sample,SBS288A,SBS288B,SBS288C,SBS288D,SBS288E,SBS288F,SBS288G,SBS288H,SBS288I,SBS288J,SBS288K,SBS288L,SBS288M,SBS288N,SBS288O,SBS288P,SBS288Q,SBS288R,SBS288S,SBS288T,DBS78A,DBS78B,DBS78C,DBS78D,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,SV32A,SV32B,SV32C,SV32D,SV32E,SV32F,SV32G,SV32H,SV32I,SV32J
PD45493a,999,886,0,0,1892,0,2260,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,18,0,0,345,481,0,0,0,0,0,0,27,28,40,0,0,0,132,0,0,0
PD45494a,0,0,3100,3088,0,0,0,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,814,0,0,0,0,0,0,329,368,0,0,0,0,0,0,0,0
PD45495a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,50,0,0,305,0,0,0,204,0,0,146,86,93,101,88,0,0,107,0,0
PD45496a,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,872,0,0,0,0,10,0,0,0,44,0,91,64,78,0,0,0,0,0,0,0,0,0,0,0,0
PD45497a,0,654,0,1061,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
PD45498a,946,475,0,1108,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,204,0,0,0,0,0,0,47,0,0,0,0,0,0,16,0,0
PD45499a,0,0,4415,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,579,0,0,0,0,0,0,90,0,0,0,0,0,47,0,0,0
PD45502a,0,414,0,782,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,254,0,0,0,0,0,0,100,0,107,0,0,0,0,0,0,0
PD45503a,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,943,0,0,0,27,0,12,0,0,108,0,0,0,129,0,0,54,0,25,45,0,27,0,0,0,0
PD46987a,992,0,0,1006,971,1620,0,1012,0,0,0,999,0,0,0,0,0,0,0,0,22,19,0,0,0,235,355,0,0,0,0,0,0,0,0,0,52,0,257,0,0,0
PD46988a,560,395,1835,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,196,273,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
PD46989a,1941,2212,4478,0,0,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,47,579,275,0,0,0,0,0,0,123,39,0,0,0,36,0,0,0,0
PD46990a,5318,2029,3795,1932,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,187,0,0,0,0,0,0,68,40,0,56,0,0,0,0,0,0
PD46991a,3057,951,0,1537,0,6830,0,0,0,0,2441,0,0,0,0,0,0,0,0,0,0,66,0,0,220,457,0,0,1548,0,0,0,159,71,114,0,93,158,0,0,0,0
PD46992a,0,0,0,1760,1435,0,0,904,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,79,0,0,0,46,37,0,0,55,0
PD46993a,2296,4919,0,1784,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,513,724,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
PD46994a,1342,837,0,1322,0,0,0,0,0,0,0,0,1722,0,736,0,0,0,0,0,0,0,0,0,673,458,0,0,0,0,0,0,159,115,0,58,0,0,0,0,0,0
PD46996a,0,587,0,2570,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,68,53,0,0,0,0,0,0,0,0
PD46997a,8604,4118,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,13,0,0,245,149,0,0,0,0,0,0,36,0,69,0,0,59,0,0,0,0
PD46998a,0,0,0,763,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,48,24,0,0,0,0,0,0,0,0
PD47000a,0,0,2218,1687,0,0,0,0,3086,0,0,0,0,1378,0,0,861,0,0,0,0,25,20,0,0,111,0,0,0,0,0,0,160,57,0,78,0,0,0,0,0,0
PD47001a,0,0,3624,1169,870,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,251,0,218,0,0,0,0,4,0,0,0,0,0,0,0,0,0
PD47002a,0,0,711,682,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,52,0,0,0,36,0,0,0,37,0
PD47003a,0,628,0,1111,2280,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,574,439,6545,0,130,0,0,0,158,48,0,0,0,0
PD47005a,1719,1915,0,1000,1353,0,0,0,2234,0,0,1355,0,0,0,0,0,0,0,0,0,22,15,0,177,108,0,206,0,0,0,0,59,29,0,0,0,0,0,0,0,0
PD47006a,0,0,0,1048,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,215,0,0,66,0,0,0,76,0,0,0,0,83,0,0,0,0
PD47007a,0,1011,0,1483,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,335,268,0,0,0,0,0,167,107,0,0,0,0,0,0,0,0
PD47008a,0,0,2360,0,0,0,0,0,0,0,0,0,0,0,883,0,1814,0,0,0,43,0,25,0,0,260,0,0,189,174,0,0,62,0,45,38,0,0,0,57,0,0
PD47010a,7033,7550,0,0,0,0,0,0,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,365,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
PD47011a,0,0,2528,0,1151,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,18,0,0,175,213,0,197,0,0,0,0,84,0,0,45,0,0,0,0,0,0
PD47012a,0,0,2467,0,813,0,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,92,0,159,58,0,0,0,78,28,0,0,0,32,0,0,0,0
PD47013a,5488,2245,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,265,0,0,0,0,0,0,140,33,0,0,0,0,0,0,44,0
PD47015a,0,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,43,0,0,0,232,73,147,0,0,106,0,0,0,0,52,0,0,0,0
PD47021a,2583,1195,2756,0,0,0,0,0,0,0,0,0,0,0,0,3460,0,0,0,0,0,0,21,0,0,78,0,0,97,134,0,181,40,0,0,0,0,44,0,25,41,0
PD47022a,0,0,1342,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,73,0,108,0,0,0,0,40,0,0,28,0,21,0,40,0,0
PD47023a,0,0,0,675,360,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,24,0,38,63,0,0,0,229,0,0,43,0,0,33,0,0,0,0,0,0
PD47024a,2130,2898,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,34,0,0,346,0,0,0,203,0,0,71,0,0,56,0,0,0,0,0,0
PD47025a,4530,2610,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,34,25,566,379,0,300,0,0,0,0,81,25,0,0,0,62,0,59,0,0
PD47026a,4203,2758,0,0,0,0,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,240,0,0,0,144,0,0,69,0,46,93,0,0,0,0,36,0
PD47027a,3353,4681,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,17,0,24,0,120,0,0,0,0,0,0,90,28,25,0,37,0,0,0,0,0
PD47028a,0,0,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,41,0,0,0,299,0,87,103,0,0,72,0,73,59,0,0,0,41,0,0
PD47031a,2105,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,18,0,0,80,0,0,0,86,0,0,15,0,21,0,0,35,0,0,0,0
PD47033a,3690,2782,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,132,312,190,84,0,0,0,118,0,32,0,0,0,0,0,0,0
PD47034a,0,0,4051,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,19,0,0,162,0,0,154,275,0,0,90,45,59,0,0,89,0,50,0,0
PD47035a,0,501,0,0,785,0,0,0,0,0,0,0,1455,0,0,0,1524,0,0,0,26,0,17,0,0,326,0,0,0,212,0,0,118,21,28,0,0,0,0,0,0,0
PD47036a,1364,0,0,1173,0,0,0,0,2976,0,0,0,0,0,0,0,1339,0,0,0,0,34,53,0,137,133,0,146,0,133,0,0,63,0,58,41,0,0,0,0,0,0
PD47038a,0,0,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,25,0,0,224,0,280,0,169,0,0,115,0,39,0,0,48,0,0,0,0
PD47265a,0,470,0,1900,730,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,48,0,19,0,0,0,0,0,0,0
PD47266a,0,2219,0,869,1134,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0
PD47267a,2421,4232,3371,0,1201,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,14,0,0,268,180,0,0,0,0,0,0,95,74,40,0,0,0,0,0,0,0
